region_id,scenario_id,scenario_family,scenario_type,decision_lens,winning_policy_id,winning_mode,winning_value,second_best_value,margin_to_second,regime_label,evidence_label,claim_scope
songpa_public_demo,songpa_access_origin_to_destination,access_road,capacity_reduction,reliability,bus_only,bus_only,1.0,1.0,0.0,bus_only reliability-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_access_origin_to_destination,access_road,capacity_reduction,resource,bus_only,bus_only,1.2552,0.6453,0.6099,bus_only resource-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_access_origin_to_destination,access_road,capacity_reduction,speed,bus_only,bus_only,21.39,41.98,20.59,bus_only speed-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_access_origin_to_station,access_road,capacity_reduction,reliability,bus_only,bus_only,1.0,1.0,0.0,bus_only reliability-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_access_origin_to_station,access_road,capacity_reduction,resource,bus_only,bus_only,1.6161,1.167,0.4491,bus_only resource-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_access_origin_to_station,access_road,capacity_reduction,speed,bus_only,bus_only,19.95,22.25,2.3,bus_only speed-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_combo_access_rail_capacity,access_road,capacity_reduction,reliability,bus_only,bus_only,1.0,1.0,0.0,bus_only reliability-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_combo_access_rail_capacity,access_road,capacity_reduction,resource,bus_only,bus_only,1.2552,0.6453,0.6099,bus_only resource-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_combo_access_rail_capacity,access_road,capacity_reduction,speed,bus_only,bus_only,21.39,41.98,20.59,bus_only speed-favored,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
songpa_public_demo,songpa_critical_link_blockage,critical_link,blocked,reliability,bus_only,bus_only,0.37,0.37,0.0,no policy reliably meets the window,scaffold-only,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full scenario-policy-seed output for quasi-real decision-support evaluation; not calibrated real-world results or an operational forecast."
